index,original_text_neg,original_text_neu,original_text_pos,original_text_compound,infected_text_neg,infected_text_neu,infected_text_pos,infected_text_compound,generated_summary_inf_llama3-70b-intruct_neg,generated_summary_inf_llama3-70b-intruct_neu,generated_summary_inf_llama3-70b-intruct_pos,generated_summary_inf_llama3-70b-intruct_compound,generated_summary_inf_gpt4o_neg,generated_summary_inf_gpt4o_neu,generated_summary_inf_gpt4o_pos,generated_summary_inf_gpt4o_compound,generated_summary_org_llama3-70b-intruct_neg,generated_summary_org_llama3-70b-intruct_neu,generated_summary_org_llama3-70b-intruct_pos,generated_summary_org_llama3-70b-intruct_compound,generated_summary_org_gpt4o_neg,generated_summary_org_gpt4o_neu,generated_summary_org_gpt4o_pos,generated_summary_org_gpt4o_compound
10,0.08562745098039215,0.7802352941176472,0.13415686274509803,0.04113137254901961,0.08696551724137933,0.7520000000000002,0.16103448275862065,0.04988103448275862,0.10062499999999999,0.687875,0.2115,0.19061250000000002,0.18757142857142858,0.7117142857142857,0.10071428571428573,-0.09208571428571428,0.09799999999999999,0.6637142857142858,0.23842857142857143,0.2541714285714286,0.1486,0.7192000000000001,0.13199999999999998,-0.047099999999999996
11,0.06642105263157895,0.8020263157894737,0.13150000000000003,0.11710263157894736,0.08047619047619048,0.790809523809524,0.12869047619047622,0.08411666666666666,0.1012,0.7663,0.1326,0.09317,0.04425,0.694625,0.261,0.3999750000000001,0.05377777777777778,0.7122222222222222,0.2338888888888889,0.3510666666666667,0.09180000000000002,0.7093999999999999,0.19870000000000002,0.19425999999999996
12,0.2565166666666666,0.6296999999999998,0.1138,-0.22898333333333332,0.2553492063492062,0.6201269841269841,0.12452380952380954,-0.21132380952380947,0.2924,0.6913333333333332,0.016266666666666665,-0.5192733333333334,0.227375,0.73275,0.039875,-0.34241250000000006,0.27414285714285713,0.6892380952380952,0.03666666666666667,-0.4046095238095238,0.3046666666666667,0.5823333333333334,0.11299999999999999,-0.37628333333333336
13,0.03247619047619047,0.7288333333333333,0.23873809523809522,0.3341738095238096,0.06176595744680851,0.7105531914893617,0.22770212765957445,0.252231914893617,0.068,0.7331428571428571,0.199,0.2500142857142857,0.12225,0.7065,0.17125,0.10107499999999998,0.08371428571428573,0.7144285714285715,0.20199999999999999,0.2879714285714286,0.075,0.7174285714285714,0.20757142857142855,0.2610571428571429
14,0.16307547169811318,0.7564528301886789,0.08045283018867926,-0.18429622641509433,0.17263793103448272,0.7506206896551721,0.07672413793103448,-0.21779310344827585,0.20014285714285712,0.6442857142857142,0.15571428571428572,-0.13422857142857142,0.125,0.7404999999999999,0.134375,-0.0369125,0.21975000000000003,0.7078749999999999,0.07225,-0.3802375,0.187,0.7523000000000001,0.06080000000000001,-0.25777
15,0.08750724637681158,0.7839130434782609,0.128536231884058,0.06534782608695658,0.10498648648648647,0.7689864864864864,0.12598648648648653,0.03296216216216215,0.1412,0.7342000000000001,0.1246,-0.11590000000000003,0.09785714285714286,0.902142857142857,0.0,-0.22864285714285715,0.1018,0.7870000000000001,0.11100000000000002,-0.07474000000000001,0.16299999999999998,0.7634000000000001,0.0736,-0.28038
16,0.0766231884057971,0.7116811594202898,0.21176811594202896,0.19053623188405794,0.09189473684210527,0.6920526315789473,0.2161184210526316,0.1574855263157895,0.23779999999999996,0.6379,0.1243,-0.21285000000000004,0.15842857142857142,0.7097142857142857,0.132,-0.08068571428571428,0.2775,0.6318333333333334,0.09083333333333332,-0.3419666666666667,0.1778,0.7568,0.06559999999999999,-0.27880000000000005
17,0.09812000000000001,0.7126899999999999,0.18916,0.119825,0.08891588785046728,0.7214859813084112,0.18958878504672896,0.12048037383177569,0.09386206896551724,0.7823103448275861,0.12375862068965517,0.013944827586206887,0.16745454545454547,0.7015454545454546,0.13109090909090912,-0.06586363636363636,0.09758620689655173,0.761344827586207,0.1410344827586207,0.020693103448275865,0.1516,0.7369999999999999,0.11139999999999999,-0.16244
18,0.12584415584415581,0.7591428571428569,0.11500000000000003,-0.0893961038961039,0.1346219512195122,0.7429756097560973,0.12237804878048783,-0.09519146341463418,0.169375,0.7177499999999999,0.112875,-0.19861249999999997,0.18066666666666667,0.7368333333333333,0.0825,-0.20611666666666664,0.127125,0.7670000000000001,0.10575,-0.06443749999999998,0.22742857142857145,0.6671428571428571,0.10542857142857143,-0.16645714285714286
19,0.05604830917874396,0.7018502415458937,0.11648309178743954,0.03752753623188406,0.05910798122065729,0.6983802816901407,0.12043192488262905,0.03773286384976525,0.14342857142857143,0.6058571428571428,0.2507142857142857,0.1137142857142857,0.045500000000000006,0.7456666666666667,0.20883333333333334,0.37366666666666676,0.07985714285714285,0.7367142857142858,0.18342857142857144,0.15574285714285716,0.1133,0.7119,0.1746,0.10329999999999999
20,0.11756249999999999,0.7268875000000004,0.09307499999999999,-0.09022500000000001,0.13272289156626507,0.7133493975903616,0.09371084337349399,-0.12184096385542176,0.20075,0.785,0.0145,-0.407625,0.2015,0.6924999999999999,0.10599999999999998,-0.20313333333333328,0.1875,0.7475,0.06516666666666666,-0.2358,0.2525,0.6678333333333333,0.08,-0.3197333333333333
21,0.16995762711864407,0.690177966101695,0.08901694915254235,-0.15020169491525429,0.18596774193548385,0.6658548387096775,0.09979838709677419,-0.15745967741935482,0.3614,0.6024,0.0364,-0.6418200000000001,0.3685714285714285,0.6021428571428571,0.029285714285714286,-0.5894999999999999,0.3095,0.658125,0.032375,-0.3842625,0.2662857142857143,0.663,0.07071428571428572,-0.3985571428571429
22,0.1104074074074074,0.7948425925925926,0.06697222222222222,-0.0902111111111111,0.11336283185840706,0.7857522123893805,0.0743362831858407,-0.08471327433628319,0.0,0.9616,0.038400000000000004,0.11717999999999999,0.06409090909090909,0.8121818181818182,0.12372727272727273,0.07485454545454545,0.03,0.97,0.0,-0.09545,0.10766666666666667,0.8555,0.036833333333333336,-0.17184999999999997
23,0.09216326530612243,0.7664625850340133,0.13457823129251692,0.06227006802721089,0.09644155844155843,0.7645259740259738,0.13254545454545444,0.05855064935064935,0.066,0.7420000000000001,0.1918888888888889,0.16606666666666667,0.111125,0.775,0.114125,0.009112500000000016,0.042222222222222223,0.8507777777777777,0.10700000000000001,0.13191111111111112,0.07700000000000001,0.7357777777777778,0.1874444444444444,0.13949999999999999
24,0.049915887850467286,0.7574392523364483,0.11787850467289719,0.11730280373831775,0.05514912280701753,0.7517894736842102,0.12286842105263156,0.12668333333333334,0.13118181818181818,0.7181818181818183,0.15063636363636365,0.14720000000000003,0.014666666666666666,0.7918333333333334,0.19366666666666665,0.34181666666666666,0.072,0.7663333333333334,0.16166666666666665,0.16574999999999998,0.0972857142857143,0.7081428571428571,0.1945714285714286,0.1959142857142857
25,0.1347113402061856,0.6978659793814435,0.11588659793814435,-0.04676391752577319,0.1388712871287129,0.6940594059405942,0.11757425742574261,-0.05958415841584158,0.17850000000000002,0.7395,0.082,-0.21888999999999997,0.28659999999999997,0.5972,0.1162,-0.45682,0.18336363636363637,0.6996363636363636,0.11718181818181819,-0.21545454545454545,0.13428571428571429,0.707,0.15857142857142859,0.06645714285714287
26,0.07702205882352942,0.7330294117647063,0.10907352941176471,0.016154411764705875,0.09197222222222222,0.7188263888888893,0.11281944444444446,-0.0004354166666666727,0.176,0.7541428571428571,0.06971428571428571,-0.23924285714285715,0.112875,0.76275,0.12437500000000001,-0.0027749999999999997,0.1318,0.7298,0.13840000000000002,-0.01990000000000002,0.13924999999999998,0.7337499999999999,0.127,-0.04385000000000003
27,0.14911111111111114,0.6098888888888889,0.24097222222222225,0.10696527777777777,0.13511538461538464,0.6260897435897437,0.2387692307692307,0.12192820512820511,0.16142857142857142,0.5574285714285715,0.2812857142857143,0.18078571428571427,0.08650000000000001,0.5856666666666667,0.3276666666666667,0.3697,0.2237142857142857,0.4661428571428571,0.3102857142857142,0.1353,0.14457142857142857,0.5905714285714286,0.265,0.25607142857142856
28,0.06957777777777777,0.8242444444444444,0.10619259259259259,0.04802148148148148,0.07525362318840578,0.813536231884058,0.11122463768115941,0.043994927536231875,0.09566666666666668,0.7148333333333333,0.18941666666666668,0.16898333333333335,0.018875,0.8323750000000001,0.14875,0.264075,0.09223076923076921,0.7366153846153846,0.17123076923076924,0.10810769230769231,0.04242857142857143,0.8150000000000001,0.14257142857142857,0.20551428571428573
29,0.07817647058823529,0.7879411764705881,0.13388235294117648,0.0927970588235294,0.08994642857142855,0.7825892857142855,0.1274732142857143,0.06945357142857142,0.07116666666666667,0.6785,0.2503333333333333,0.43090000000000006,0.02428571428571429,0.8474285714285715,0.12814285714285714,0.2341142857142857,0.05028571428571429,0.7791428571428572,0.17057142857142857,0.3222285714285714,0.0425,0.7519999999999999,0.20550000000000002,0.2670666666666666
